"period","supervisor_district","battalion","incident_count","total_alarms","total_suppression_units","total_suppression_personnel","total_ems_units","total_ems_personnel","total_other_units","total_other_personnel","total_fire_fatalities","total_fire_injuries","total_civilian_fatalities","total_civilian_injuries","total_number_of_alarms"
"2023-02-01","3",B03,28,28,66,249,1,2,0,0,0,0,0,0,28
"2023-02-01","3",B04,95,95,226,839,16,30,4,8,0,0,0,0,95
"2023-02-01","4",B07,1,1,1,4,0,0,0,0,0,0,0,0,1
"2023-02-01","4",B08,137,145,347,1338,36,63,22,41,0,1,2,5,145
"2023-02-01","5",B01,18,18,46,179,1,2,1,2,0,0,0,0,18
"2023-02-01","5",B02,206,206,479,1805,31,52,6,11,0,0,0,0,206
"2023-02-01","5",B03,99,99,241,930,12,19,3,5,0,0,0,0,99
"2023-02-01","5",B04,70,70,160,604,14,28,4,8,0,0,0,0,70
"2023-02-01","5",B05,97,97,231,841,26,47,4,8,0,0,0,0,97
"2023-02-01","6",B01,14,14,31,113,0,0,0,0,0,0,0,0,14
"2023-02-01","6",B02,173,173,374,1420,28,47,7,13,0,0,0,0,173
"2023-02-01","6",B03,322,323,790,2834,47,86,13,23,0,0,0,0,323
"2023-02-01","6",B10,1,1,1,4,2,4,0,0,0,0,0,0,1
"2023-02-01","7",B05,14,14,38,138,2,4,3,5,0,0,0,0,14
"2023-02-01","7",B06,1,1,1,4,0,0,0,0,0,0,0,0,1
"2023-02-01","7",B07,3,3,9,30,0,0,0,0,0,0,0,0,3
"2023-02-01","7",B08,118,118,209,806,23,43,1,1,0,0,0,0,118
"2023-02-01","7",B09,37,37,75,284,9,17,1,2,0,0,0,0,37
"2023-02-01","8",B02,32,32,77,290,6,12,2,4,0,0,0,0,32
"2023-02-01","8",B05,58,58,143,524,8,15,4,8,0,0,0,0,58
"2023-02-01","8",B06,104,104,222,823,29,53,5,9,0,0,0,0,104
"2023-02-01","8",B08,2,2,6,20,0,0,0,0,0,0,0,0,2
"2023-02-01","8",B09,4,4,13,47,4,7,1,2,0,0,0,0,4
"2023-02-01","9",B02,108,108,229,846,22,41,5,10,0,0,0,0,108
"2023-02-01","9",B06,129,129,257,955,25,45,5,9,0,0,0,0,129
"2023-02-01","9",B09,8,8,13,49,2,4,0,0,0,0,0,0,8
"2023-02-01","9",B10,43,43,72,280,14,25,1,2,0,0,0,0,43
"2023-03-01","1",B05,4,4,7,27,1,2,0,0,0,0,0,0,4
"2023-03-01","1",B07,184,185,435,1595,38,73,13,25,0,0,0,0,185
"2023-03-01","10",B02,11,11,22,83,2,4,2,3,0,0,0,0,11
"2023-03-01","10",B03,14,14,23,91,6,12,1,2,0,0,0,0,14
"2023-03-01","10",B09,17,17,34,128,2,3,1,2,0,0,0,0,17
"2023-03-01","10",B10,279,280,581,2148,65,125,17,32,0,0,0,0,280
"2023-03-01","11",B06,2,2,3,13,1,2,0,0,0,0,0,0,2
"2023-03-01","11",B09,146,146,279,1091,39,72,7,13,0,0,0,0,146
"2023-03-01","2",B01,14,14,37,142,4,7,1,2,0,0,0,0,14
"2023-03-01","2",B02,16,16,29,109,0,0,0,0,0,0,0,0,16
"2023-03-01","2",B04,160,160,397,1441,27,47,9,16,0,0,0,0,160
"2023-03-01","2",B05,28,28,54,195,4,8,2,3,0,0,0,0,28
"2023-03-01","2",B07,32,32,82,296,6,12,3,6,0,0,0,0,32
"2023-03-01","3",B01,348,349,896,3372,61,105,16,31,0,0,0,1,349
"2023-03-01","3",B03,17,17,48,181,6,10,2,4,0,0,0,0,17
"2023-03-01","3",B04,92,92,238,879,22,39,7,12,0,0,0,1,92
"2023-03-01","4",B08,164,164,320,1204,39,71,8,16,0,0,0,0,164
"2023-03-01","5",B01,18,18,66,256,4,8,3,6,0,0,0,0,18
"2023-03-01","5",B02,276,276,633,2409,49,87,10,19,0,0,0,0,276
"2023-03-01","5",B03,106,106,263,993,7,12,3,5,0,0,0,0,106
"2023-03-01","5",B04,104,105,293,1083,23,41,16,27,0,0,0,0,105
"2023-03-01","5",B05,149,149,330,1209,24,42,7,13,0,0,0,0,149
"2023-03-01","6",B01,6,6,13,46,2,4,0,0,0,0,0,0,6
"2023-03-01","6",B02,190,190,445,1680,26,46,10,19,0,0,0,0,190
"2023-03-01","6",B03,372,372,798,2928,64,116,11,18,0,0,0,0,372
"2023-03-01","7",B05,11,11,29,98,1,2,0,0,0,0,0,0,11
"2023-03-01","7",B06,1,1,2,8,1,2,0,0,0,0,0,0,1
"2023-03-01","7",B07,2,2,6,20,0,0,0,0,0,0,0,0,2
"2023-03-01","7",B08,149,149,310,1147,24,44,4,8,0,0,0,0,149
"2023-03-01","7",B09,56,56,115,439,8,16,1,2,0,0,0,0,56
"2023-03-01","8",B02,41,41,68,266,4,8,0,0,0,0,0,0,41
"2023-03-01","8",B05,88,88,184,673,8,14,3,3,0,0,0,0,88
"2023-03-01","8",B06,125,125,268,994,31,57,9,16,0,0,0,0,125
"2023-03-01","8",B09,4,4,7,28,3,5,0,0,0,0,0,0,4
"2023-03-01","9",B02,151,151,329,1229,26,46,8,14,0,0,0,0,151
"2023-03-01","9",B06,160,160,343,1263,32,58,8,16,0,0,0,0,160
"2023-03-01","9",B09,14,14,29,110,8,15,1,2,0,0,0,0,14
"2023-03-01","9",B10,39,40,85,320,15,25,3,5,0,0,0,0,40
"2023-04-01","1",B05,6,6,8,31,4,7,0,0,0,0,0,0,6
"2023-04-01","1",B07,128,128,304,1141,43,75,13,23,0,0,1,1,128
"2023-04-01","10",B02,6,6,10,36,4,8,0,0,0,0,0,0,6
"2023-04-01","10",B03,17,17,31,119,5,9,2,4,0,0,0,0,17
"2023-04-01","10",B09,13,13,26,101,7,13,1,2,0,0,0,0,13
"2023-04-01","10",B10,229,230,509,1869,68,123,17,30,0,0,0,0,230
"2023-04-01","11",B06,1,1,1,4,0,0,0,0,0,0,0,0,1
"2023-04-01","11",B09,88,88,193,743,37,62,10,17,0,0,0,0,88
"2023-04-01","2",B01,4,4,10,37,0,0,0,0,0,0,0,0,4
"2023-04-01","2",B02,21,21,41,150,2,3,1,1,0,0,0,0,21
"2023-04-01","2",B04,145,145,342,1222,19,35,5,9,0,0,0,0,145
"2023-04-01","2",B05,30,30,75,271,9,17,2,4,0,0,0,0,30
"2023-04-01","2",B07,8,8,21,70,2,4,0,0,0,0,0,0,8
"2023-04-01","3",B01,325,326,823,3104,50,94,15,31,0,0,0,1,326
"2023-04-01","3",B03,13,13,33,122,3,4,0,0,0,0,0,0,13
"2023-04-01","3",B04,72,72,178,668,10,19,5,8,0,0,0,0,72
"2023-04-01","4",B07,1,1,2,6,0,0,0,0,0,0,0,0,1
"2023-04-01","4",B08,120,120,241,920,38,74,8,16,0,0,0,0,120
"2023-04-01","5",B01,10,10,28,112,5,9,2,3,0,0,0,0,10
"2023-04-01","5",B02,214,214,471,1790,35,63,10,18,0,0,0,0,214
"2023-04-01","5",B03,90,90,256,978,15,26,6,11,0,0,0,0,90
"2023-04-01","5",B04,84,84,192,724,11,24,4,8,0,0,0,0,84
"2023-04-01","5",B05,124,124,274,1005,21,40,6,11,0,0,0,0,124
"2023-04-01","6",B01,10,10,23,84,1,2,0,0,0,0,0,0,10
"2023-04-01","6",B02,178,178,378,1441,29,49,9,14,0,0,0,0,178
"2023-04-01","6",B03,312,312,714,2592,65,118,9,19,0,0,0,0,312
"2023-04-01","7",B05,5,5,11,40,0,0,0,0,0,0,0,0,5
"2023-04-01","7",B06,1,1,3,12,1,2,0,0,0,0,0,0,1
"2023-04-01","7",B07,9,9,20,71,3,5,0,0,0,0,0,0,9
"2023-04-01","7",B08,103,103,241,902,25,47,6,12,0,0,0,0,103
"2023-04-01","7",B09,33,33,70,271,7,12,1,2,0,0,0,0,33
"2023-04-01","8",B02,27,27,47,186,6,11,0,0,0,0,0,0,27
"2023-04-01","8",B05,68,68,158,594,12,22,6,10,0,0,0,0,68
"2023-04-01","8",B06,80,80,206,741,14,26,5,10,0,0,0,0,80
"2023-04-01","8",B08,4,4,12,40,0,0,0,0,0,0,0,0,4
"2023-04-01","8",B09,6,6,6,26,1,2,0,0,0,0,0,0,6
"2023-04-01","9",B02,108,108,246,938,37,63,10,18,0,0,0,0,108
"2023-04-01","9",B06,93,93,165,606,15,30,3,4,0,0,0,0,93
"2023-04-01","9",B09,4,4,10,37,3,5,0,0,0,0,0,0,4
"2023-04-01","9",B10,61,61,96,359,18,34,3,5,0,0,0,0,61
"2023-05-01","1",B05,2,2,4,14,1,2,0,0,0,0,0,0,2
"2023-05-01","1",B07,145,145,367,1305,48,83,5,10,0,0,0,0,145
"2023-05-01","10",B02,9,9,16,57,3,6,0,0,0,0,0,0,9
"2023-05-01","10",B03,13,13,26,90,1,2,1,1,0,0,0,1,13
"2023-05-01","10",B09,19,19,38,141,5,8,0,0,0,0,0,0,19
"2023-05-01","10",B10,202,202,434,1595,56,102,9,17,0,0,0,0,202
"2023-05-01","11",B06,4,4,7,30,1,2,0,0,0,0,0,0,4
"2023-05-01","11",B09,76,76,159,617,40,74,5,12,0,0,0,0,76
"2023-05-01","2",B01,7,7,16,61,2,4,0,0,0,0,0,0,7
"2023-05-01","2",B02,14,14,24,93,1,2,0,0,0,0,0,0,14
"2023-05-01","2",B04,131,131,319,1155,22,42,7,13,0,0,0,0,131
"2023-05-01","2",B05,23,23,51,181,5,9,1,2,0,0,0,0,23
"2023-05-01","2",B07,14,15,47,168,4,7,3,4,0,0,0,0,15
"2023-05-01","3",B01,272,274,701,2639,37,71,11,18,0,0,0,0,274
"2023-05-01","3",B03,27,27,85,324,7,11,2,4,0,0,0,0,27
"2023-05-01","3",B04,70,70,173,644,7,14,6,14,0,0,0,0,70
"2023-05-01","3",B09,1,1,3,11,0,0,0,0,0,0,0,0,1
"2023-05-01","4",B07,1,1,1,4,0,0,0,0,0,0,0,0,1
"2023-05-01","4",B08,101,101,243,906,30,58,8,16,0,0,0,0,101
"2023-05-01","5",B01,7,7,19,73,0,0,0,0,0,0,0,0,7
"2023-05-01","5",B02,211,212,515,1978,51,89,17,30,0,0,0,0,212
"2023-05-01","5",B03,100,100,255,975,14,24,3,6,0,0,0,0,100
"2023-05-01","5",B04,57,57,130,477,12,23,5,6,0,0,0,0,57
"2023-05-01","5",B05,101,101,262,955,19,36,7,14,0,0,0,0,101
"2023-05-01","6",B01,7,7,24,87,4,7,1,2,0,0,0,0,7
"2023-05-01","6",B02,173,174,387,1466,24,43,10,15,0,0,0,0,174
"2023-05-01","6",B03,343,344,824,3021,72,131,22,40,0,0,0,0,344
"2023-05-01","7",B05,8,8,20,69,0,0,0,0,0,0,0,0,8
"2023-05-01","7",B07,5,5,11,38,0,0,0,0,0,0,0,0,5
"2023-05-01","7",B08,107,108,255,955,27,48,6,11,0,0,0,5,108
"2023-05-01","7",B09,34,34,89,336,12,20,2,4,0,0,0,0,34
"2023-05-01","8",B02,34,34,64,251,6,12,1,2,0,0,0,0,34
"2023-05-01","8",B03,1,1,1,4,0,0,0,0,0,0,0,0,1
"2023-05-01","8",B05,50,50,122,452,8,15,3,6,0,0,0,0,50
"2023-05-01","8",B06,85,85,225,816,18,34,8,16,0,0,0,0,85
"2023-05-01","8",B08,2,2,6,20,0,0,0,0,0,0,0,0,2
"2023-05-01","8",B09,2,2,4,15,1,2,0,0,0,0,0,0,2
"2023-05-01","9",B02,109,109,206,779,17,31,1,2,0,0,0,0,109
"2023-05-01","9",B06,93,94,197,718,24,46,6,10,0,0,0,0,94
"2023-05-01","9",B09,4,4,6,24,3,6,0,0,0,0,0,0,4
"2023-05-01","9",B10,33,33,56,215,17,31,1,1,0,0,0,0,33
"2023-06-01","1",B05,8,8,17,59,1,2,1,1,0,0,0,0,8
"2023-06-01","1",B07,122,122,315,1157,46,77,9,17,0,0,0,0,122
"2023-06-01","10",B02,5,5,18,64,9,15,1,2,0,0,0,0,5
"2023-06-01","10",B03,9,9,25,89,2,3,1,2,0,0,0,0,9
"2023-06-01","10",B09,19,19,52,199,4,8,4,8,0,0,0,0,19
"2023-06-01","10",B10,195,195,432,1583,71,128,16,27,0,0,0,0,195
"2023-06-01","11",B06,2,2,4,17,3,6,0,0,0,0,0,0,2
"2023-06-01","11",B09,80,80,169,645,30,55,4,9,0,0,0,0,80
"2023-06-01","2",B01,3,3,5,19,1,2,0,0,0,0,0,0,3
"2023-06-01","2",B02,16,16,26,104,1,2,0,0,0,0,0,0,16
"2023-06-01","2",B04,135,135,348,1254,15,29,4,8,0,0,0,0,135
"2023-06-01","2",B05,15,15,32,111,1,2,0,0,0,0,0,0,15
"2023-06-01","2",B07,14,14,45,159,1,2,1,2,0,0,0,0,14
"2023-06-01","3",B01,252,252,656,2496,47,89,17,33,0,0,0,0,252
"2023-06-01","3",B03,18,18,52,195,4,6,1,2,0,0,0,0,18
"2023-06-01","3",B04,69,69,186,689,10,20,7,15,0,0,0,0,69
"2023-06-01","4",B08,105,105,228,849,25,45,7,13,0,0,0,1,105
"2023-06-01","5",B01,12,12,30,116,5,9,2,3,0,0,0,0,12
"2023-06-01","5",B02,194,194,433,1668,27,48,9,14,0,0,0,0,194
"2023-06-01","5",B03,85,85,228,877,21,36,6,11,0,0,0,0,85
"2023-06-01","5",B04,60,62,128,475,10,19,5,7,0,0,0,0,62
"2023-06-01","5",B05,110,110,246,897,26,49,7,13,0,0,0,0,110
"2023-06-01","6",B01,12,12,33,115,0,0,0,0,0,0,0,0,12
"2023-06-01","6",B02,159,159,352,1341,30,52,9,16,0,0,0,0,159
"2023-06-01","6",B03,312,312,729,2662,49,91,15,26,0,0,0,0,312
"2023-06-01","6",B10,1,1,1,4,0,0,0,0,0,0,0,0,1
"2023-06-01","7",B05,13,13,41,147,2,4,2,4,0,0,0,0,13
"2023-06-01","7",B06,3,3,6,22,2,3,0,0,0,0,0,0,3
"2023-06-01","7",B07,1,1,3,10,0,0,0,0,0,0,0,0,1
"2023-06-01","7",B08,111,114,268,965,37,65,6,8,0,0,0,0,114
"2023-06-01","7",B09,36,36,82,313,18,28,1,2,0,0,0,0,36
"2023-06-01","8",B02,39,39,91,340,5,10,1,2,0,0,0,0,39
"2023-06-01","8",B05,65,65,141,512,8,15,3,6,0,0,0,0,65
"2023-06-01","8",B06,97,97,236,848,24,41,5,10,0,0,0,0,97
"2023-06-01","8",B08,2,2,4,14,0,0,0,0,0,0,0,0,2
"2023-06-01","8",B09,3,3,6,22,1,2,0,0,0,0,0,0,3
"2023-06-01","9",B02,109,111,228,874,25,46,10,16,0,0,0,0,111
"2023-06-01","9",B06,105,105,231,843,32,60,8,14,0,0,0,0,105
"2023-06-01","9",B09,16,16,34,123,3,5,0,0,0,0,0,0,16
"2023-06-01","9",B10,48,48,72,282,17,31,0,0,0,0,0,0,48
"2023-07-01","1",B05,3,3,7,24,1,2,0,0,0,0,0,0,3
"2023-07-01","1",B07,138,138,349,1273,33,58,13,27,0,0,0,0,138
"2023-07-01","10",B02,4,4,6,22,1,2,0,0,0,0,0,0,4
"2023-07-01","10",B03,15,15,38,147,5,9,1,2,0,0,0,0,15
"2023-07-01","10",B09,22,22,49,194,4,7,2,4,0,0,0,0,22
"2023-07-01","10",B10,242,242,553,2037,54,98,19,36,0,0,0,0,242
"2023-07-01","11",B06,1,1,1,4,0,0,0,0,0,0,0,0,1
"2023-07-01","11",B08,4,4,4,16,3,6,0,0,0,0,0,0,4
"2023-07-01","11",B09,85,85,190,740,28,51,8,14,0,0,0,0,85
"2023-07-01","2",B01,7,7,19,73,4,7,3,3,0,0,0,0,7
"2023-07-01","2",B02,24,24,46,174,2,4,0,0,0,0,0,0,24
"2023-07-01","2",B04,146,146,374,1338,29,51,7,13,0,0,0,0,146
"2023-07-01","2",B05,28,28,65,235,3,5,2,3,0,0,0,0,28
"2023-07-01","2",B07,14,14,37,142,3,6,3,5,0,0,0,0,14
"2023-07-01","3",B01,267,267,635,2432,43,81,15,23,0,0,0,0,267
"2023-07-01","3",B03,29,29,77,275,5,9,1,2,0,0,0,0,29
"2023-07-01","3",B04,84,84,224,820,18,36,7,12,0,0,0,0,84
"2023-07-01","4",B07,3,3,3,12,0,0,0,0,0,0,0,0,3
"2023-07-01","4",B08,127,127,249,916,19,36,4,11,0,0,0,0,127
"2023-07-01","5",B01,9,9,30,112,2,4,1,2,0,0,0,0,9
"2023-07-01","5",B02,179,179,457,1747,36,69,11,20,0,0,0,0,179
"2023-07-01","5",B03,86,86,214,801,16,26,6,18,0,0,0,0,86
"2023-07-01","5",B04,87,87,230,861,17,33,7,14,0,0,0,0,87
"2023-07-01","5",B05,133,134,334,1229,30,55,13,23,0,0,0,0,134
"2023-07-01","6",B01,11,11,31,117,5,9,2,4,0,0,0,0,11
"2023-07-01","6",B02,127,127,278,1054,27,46,7,14,0,0,0,0,127
"2023-07-01","6",B03,347,347,818,2991,83,141,12,21,0,0,0,0,347
"2023-07-01","7",B05,15,15,36,131,2,4,1,2,0,0,0,0,15
"2023-07-01","7",B06,1,1,1,4,0,0,0,0,0,0,0,0,1
"2023-07-01","7",B07,4,4,12,39,1,2,0,0,0,0,0,0,4
"2023-07-01","7",B08,135,136,336,1239,33,59,6,11,0,0,0,0,136
"2023-07-01","7",B09,37,37,93,351,11,18,2,4,0,0,0,0,37
"2023-07-01","8",B02,29,29,56,223,8,15,2,4,0,0,0,0,29
"2023-07-01","8",B05,58,58,142,518,9,17,5,9,0,0,0,0,58
"2023-07-01","8",B06,89,89,203,726,12,21,3,8,0,0,0,0,89
"2023-07-01","8",B08,2,2,2,8,1,2,0,0,0,0,0,0,2
"2023-07-01","8",B09,2,2,4,15,0,0,0,0,0,0,0,0,2
"2023-07-01","9",B02,99,99,204,780,35,62,4,8,0,0,0,0,99
"2023-07-01","9",B06,97,98,210,787,29,52,11,18,0,0,0,0,98
"2023-07-01","9",B09,8,8,15,59,4,7,0,0,0,0,0,0,8
"2023-07-01","9",B10,42,42,66,252,16,31,1,2,0,0,0,0,42
"2023-08-01","1",B05,8,8,12,46,5,10,0,0,0,0,0,0,8
"2023-08-01","1",B07,169,169,426,1548,36,66,9,16,0,0,0,0,169
"2023-08-01","10",B02,11,11,26,95,4,7,1,2,0,0,0,0,11
"2023-08-01","10",B03,13,13,29,102,4,7,0,0,0,0,0,0,13
"2023-08-01","10",B09,16,16,31,122,3,5,1,2,0,0,0,0,16
"2023-08-01","10",B10,240,241,480,1762,64,118,14,26,0,0,0,0,241
"2023-08-01","11",B06,2,2,2,8,0,0,0,0,0,0,0,0,2
"2023-08-01","11",B08,1,1,2,9,0,0,0,0,0,0,0,0,1
"2023-08-01","11",B09,109,109,229,890,52,90,9,20,0,0,0,0,109
"2023-08-01","2",B01,7,7,20,75,0,0,0,0,0,0,0,0,7
"2023-08-01","2",B02,20,20,34,129,4,7,0,0,0,0,0,0,20
"2023-08-01","2",B04,166,166,453,1619,25,49,11,21,0,0,0,0,166
"2023-08-01","2",B05,29,29,76,268,4,7,0,0,0,0,0,0,29
"2023-08-01","2",B07,14,14,31,122,11,21,1,2,0,0,0,0,14
"2023-08-01","3",B01,295,295,876,3330,53,98,32,62,0,0,0,0,295
"2023-08-01","3",B03,27,27,70,268,4,7,1,2,0,0,0,0,27
"2023-08-01","3",B04,84,84,202,761,20,34,5,9,0,0,0,0,84
"2023-08-01","4",B07,1,1,2,9,0,0,0,0,0,0,0,0,1
"2023-08-01","4",B08,116,116,245,896,17,31,4,8,0,0,0,0,116
"2023-08-01","5",B01,16,16,38,146,3,4,0,0,0,0,0,0,16
"2023-08-01","5",B02,216,247,831,3129,112,192,36,55,0,0,0,0,247
"2023-08-01","5",B03,76,76,205,788,14,26,7,12,0,0,0,0,76
"2023-08-01","5",B04,75,75,173,643,7,14,3,6,0,0,0,0,75
"2023-08-01","5",B05,136,136,335,1188,20,39,5,10,0,0,0,0,136
"2023-08-01","6",B01,12,12,24,88,1,2,0,0,0,0,0,0,12
"2023-08-01","6",B02,154,155,302,1158,32,56,6,8,0,0,0,0,155
"2023-08-01","6",B03,322,323,731,2673,78,149,15,30,0,0,0,0,323
"2023-08-01","7",B05,17,17,50,165,0,0,1,4,0,0,0,0,17
"2023-08-01","7",B07,5,5,12,43,0,0,0,0,0,0,0,0,5
"2023-08-01","7",B08,143,148,411,1532,44,79,14,26,0,0,0,0,148
"2023-08-01","7",B09,50,50,116,439,6,11,1,2,0,0,0,0,50
"2023-08-01","8",B02,43,43,80,299,5,9,0,0,0,0,0,0,43
"2023-08-01","8",B05,80,80,173,636,10,20,2,4,0,0,0,0,80
"2023-08-01","8",B06,117,117,302,1098,18,30,10,20,0,0,0,0,117
"2023-08-01","8",B09,3,3,3,13,1,2,0,0,0,0,0,0,3
"2023-08-01","9",B02,121,123,246,939,35,50,8,11,0,0,0,0,123
"2023-08-01","9",B06,135,137,313,1144,36,62,9,15,0,0,0,0,137
"2023-08-01","9",B09,9,9,17,64,4,7,0,0,0,0,0,0,9
"2023-08-01","9",B10,66,66,148,542,26,48,5,12,0,0,0,0,66
"2023-09-01","1",B05,6,6,10,39,1,2,0,0,0,0,0,0,6
"2023-09-01","1",B07,131,132,314,1107,35,63,4,7,0,0,0,0,132
"2023-09-01","10",B02,6,6,10,38,2,3,0,0,0,0,0,0,6
"2023-09-01","10",B03,16,16,31,113,3,5,0,0,0,0,0,0,16
"2023-09-01","10",B09,18,18,36,133,5,8,0,0,0,0,0,0,18
"2023-09-01","10",B10,230,231,505,1842,78,141,19,34,0,0,0,0,231
"2023-09-01","11",B06,1,1,2,9,0,0,0,0,0,0,0,0,1
"2023-09-01","11",B08,3,3,5,19,2,4,0,0,0,0,0,0,3
"2023-09-01","11",B09,97,97,205,789,27,49,6,11,0,0,0,0,97
"2023-09-01","2",B01,5,5,13,49,1,2,0,0,0,0,0,0,5
"2023-09-01","2",B02,16,16,27,105,1,2,0,0,0,0,0,0,16
"2023-09-01","2",B04,164,164,457,1595,25,47,12,22,0,0,0,0,164
"2023-09-01","2",B05,28,28,81,282,3,6,3,6,0,0,0,0,28
"2023-09-01","2",B07,15,15,40,140,2,4,1,2,0,0,0,0,15
"2023-09-01","3",B01,275,275,700,2637,48,87,8,15,0,0,0,0,275
"2023-09-01","3",B03,20,20,46,170,1,2,0,0,0,0,0,0,20
"2023-09-01","3",B04,72,72,158,586,5,10,2,4,0,0,0,0,72
"2023-09-01","4",B07,2,2,2,8,0,0,0,0,0,0,0,0,2
"2023-09-01","4",B08,118,118,239,878,28,52,4,8,0,0,0,0,118
"2023-09-01","5",B01,17,17,49,185,4,8,2,4,0,0,0,0,17
"2023-09-01","5",B02,205,205,482,1843,48,84,9,17,0,0,0,0,205
"2023-09-01","5",B03,78,78,230,855,13,23,3,6,0,0,0,0,78
"2023-09-01","5",B04,60,60,133,493,5,10,0,0,0,0,0,0,60
"2023-09-01","5",B05,149,149,338,1228,24,46,7,16,0,0,0,0,149
"2023-09-01","6",B01,8,8,27,100,2,4,1,2,0,0,0,0,8
"2023-09-01","6",B02,169,169,376,1425,26,46,5,9,0,0,0,0,169
"2023-09-01","6",B03,315,315,761,2765,59,113,19,34,0,0,0,0,315
"2023-09-01","7",B05,23,23,72,249,5,9,3,5,0,0,0,1,23
"2023-09-01","7",B07,3,3,9,30,0,0,0,0,0,0,0,0,3
"2023-09-01","7",B08,120,120,297,1087,30,58,7,13,0,0,0,0,120
"2023-09-01","7",B09,43,43,98,371,7,14,1,2,0,0,0,0,43
"2023-09-01","8",B02,38,38,86,331,6,9,0,0,0,0,0,0,38
"2023-09-01","8",B05,74,74,179,638,11,19,2,4,0,0,0,0,74
"2023-09-01","8",B06,108,108,274,967,19,34,5,10,0,0,0,0,108
"2023-09-01","8",B08,1,1,1,4,2,4,0,0,0,0,0,0,1
"2023-09-01","8",B09,5,5,11,41,1,2,0,0,0,0,0,0,5
"2023-09-01","9",B02,93,94,188,720,15,29,3,5,0,0,0,0,94
"2023-09-01","9",B06,121,126,305,1130,28,51,12,19,0,0,0,0,126
"2023-09-01","9",B09,9,9,16,65,9,13,0,0,0,0,0,0,9
"2023-09-01","9",B10,48,48,100,359,9,15,2,3,0,0,0,0,48
"2023-10-01","1",B05,3,3,5,18,0,0,0,0,0,0,0,0,3
"2023-10-01","1",B07,170,170,431,1552,40,74,12,22,0,0,0,0,170
"2023-10-01","10",B02,5,5,11,42,5,7,0,0,0,0,0,0,5
"2023-10-01","10",B03,11,11,33,114,3,5,1,2,0,0,0,0,11
"2023-10-01","10",B09,19,19,55,204,4,8,2,4,0,0,0,0,19
"2023-10-01","10",B10,264,265,590,2143,70,129,19,37,0,0,0,0,265
"2023-10-01","11",B06,2,2,2,8,0,0,0,0,0,0,0,0,2
"2023-10-01","11",B08,3,3,6,23,3,5,1,4,0,0,0,0,3
"2023-10-01","11",B09,132,132,244,944,52,89,2,4,0,0,0,0,132
"2023-10-01","2",B01,3,3,3,13,0,0,0,0,0,0,0,0,3
"2023-10-01","2",B02,18,18,43,162,2,4,1,2,0,0,0,0,18
"2023-10-01","2",B04,176,176,448,1576,35,60,5,12,0,0,0,0,176
"2023-10-01","2",B05,35,35,96,326,3,6,2,3,0,0,0,0,35
"2023-10-01","2",B07,19,19,55,192,2,4,0,0,0,0,0,0,19
"2023-10-01","3",B01,304,304,791,2939,40,71,13,22,0,0,0,0,304
"2023-10-01","3",B03,34,34,77,290,3,5,1,1,0,0,0,0,34
"2023-10-01","3",B04,90,90,219,804,11,20,3,6,0,0,0,0,90
"2023-10-01","4",B07,4,4,9,32,2,3,0,0,0,0,0,0,4
"2023-10-01","4",B08,149,149,307,1113,24,46,7,13,0,0,0,0,149
"2023-10-01","5",B01,12,12,30,117,3,6,1,2,0,0,0,0,12
"2023-10-01","5",B02,203,203,496,1873,43,80,8,16,0,0,0,0,203
"2023-10-01","5",B03,95,95,263,984,16,26,5,10,0,0,0,0,95
"2023-10-01","5",B04,77,77,192,703,19,32,4,8,0,0,0,0,77
"2023-10-01","5",B05,116,116,253,927,25,47,4,8,0,0,0,0,116
"2023-10-01","6",B01,19,19,53,186,5,9,1,2,0,0,0,0,19
"2023-10-01","6",B02,173,173,432,1622,41,72,13,24,0,0,0,0,173
"2023-10-01","6",B03,391,391,861,3138,64,121,11,19,0,0,0,0,391
"2023-10-01","7",B05,20,20,60,200,0,0,0,0,0,0,0,0,20
"2023-10-01","7",B06,2,2,3,12,1,2,0,0,0,0,0,0,2
"2023-10-01","7",B07,2,2,6,20,0,0,0,0,0,0,0,0,2
"2023-10-01","7",B08,160,160,366,1333,47,87,6,11,0,0,0,0,160
"2023-10-01","7",B09,47,47,107,401,11,20,1,2,0,0,0,0,47
"2023-10-01","8",B02,39,39,68,257,9,14,0,0,0,0,0,0,39
"2023-10-01","8",B05,87,88,206,748,16,31,8,13,0,0,0,0,88
"2023-10-01","8",B06,117,117,258,929,17,29,4,8,0,0,0,0,117
"2023-10-01","8",B08,2,2,6,20,0,0,0,0,0,0,0,0,2
"2023-10-01","8",B09,4,4,8,30,0,0,0,0,0,0,0,0,4
"2023-10-01","9",B02,99,100,235,890,26,49,11,21,0,0,0,0,100
"2023-10-01","9",B06,112,112,241,876,26,48,4,7,0,0,0,0,112
"2023-10-01","9",B09,12,12,30,111,7,12,2,3,0,0,0,0,12
"2023-10-01","9",B10,48,48,92,345,15,27,0,0,0,0,0,0,48
"2023-11-01","1",B05,8,8,19,66,1,2,0,0,0,0,0,0,8
"2023-11-01","1",B07,150,150,354,1248,27,49,6,11,0,0,0,0,150
"2023-11-01","10",B02,5,5,5,20,2,4,0,0,0,0,0,0,5
"2023-11-01","10",B03,13,13,22,78,4,9,0,0,0,0,0,0,13
"2023-11-01","10",B09,23,23,57,216,3,6,2,4,0,0,0,0,23
"2023-11-01","10",B10,236,236,507,1844,56,102,12,22,0,0,0,0,236
